book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang,image
1205,274,9,2600,588,3,26,2003,133,5,0
2441,434,3,539,194,4,47,2018,182,5,2
948,355,4,1025,179,5,10,2008,57,3,2
1553,124,1,1042,159,8,32,2003,40,3,0
2464,328,8,2080,152,6,50,2021,143,2,2
2373,251,5,1799,513,10,26,2008,87,5,2
430,165,9,2459,492,3,38,2002,162,1,2
1612,403,1,1823,463,7,2,2006,117,6,1
2588,433,4,2634,524,9,5,2013,50,1,1
2600,295,10,694,432,1,42,2000,16,5,1
2650,429,9,310,560,2,37,2020,89,2,2
2813,433,5,1971,166,7,16,2017,23,5,2
498,28,2,1849,97,9,7,2014,126,4,0
2560,30,8,542,236,7,18,2014,127,7,0
2139,205,10,1929,143,1,50,2007,195,3,2
1065,373,2,450,613,8,22,2010,74,6,0
2821,74,9,1754,340,5,27,2010,118,3,0
1739,386,2,537,274,4,40,2020,199,5,0
2920,226,8,1742,698,4,28,2000,75,5,0
2285,136,4,2907,507,4,41,2010,27,2,1
1041,442,1,2202,562,6,36,2021,86,1,0
2585,389,2,956,555,4,11,2017,17,5,2
1141,88,1,2946,579,8,39,2007,6,4,2
2376,252,8,1795,362,2,25,2018,182,7,1
2544,30,6,1426,136,5,16,2020,4,5,0
2299,319,8,160,347,8,24,2002,96,4,2
2191,409,7,2875,284,7,40,2004,152,1,2
255,26,4,2192,483,4,23,2020,115,6,2
126,440,9,1504,229,4,50,2016,159,4,2
185,135,1,2438,385,4,29,2012,108,5,1
2752,321,9,2145,526,4,3,2007,162,6,2
2044,37,5,1103,107,10,49,2016,163,1,0
2524,144,9,268,460,8,21,2017,159,2,1
1036,100,2,705,382,8,47,2000,174,3,0
285,327,5,1124,223,4,36,2004,96,1,1
761,168,7,2453,269,10,14,2006,90,5,1
2801,408,6,2940,579,9,41,2019,146,1,2
658,373,9,855,376,7,6,2019,61,6,0
2955,389,1,2583,97,6,27,2009,198,5,1
2037,114,5,1309,89,4,1,2000,103,4,1
731,215,2,1008,425,9,34,2006,113,2,1
600,104,4,2132,597,8,3,2001,20,6,0
669,436,4,372,655,8,8,2012,7,1,2
2161,447,6,11,514,6,5,2000,150,4,2
530,247,3,2729,606,7,5,2005,171,6,1
1448,143,5,26,268,6,47,2011,114,6,2
1043,368,10,797,578,7,47,2021,173,1,1
2932,37,10,1872,125,4,13,2003,179,7,1
2307,252,9,1221,537,6,26,2016,24,2,2
332,308,5,2850,271,9,9,2015,152,5,0
2841,207,9,1145,222,6,13,2014,17,5,1
2158,337,6,2373,434,9,38,2006,17,2,1
2618,249,4,188,257,3,38,2007,33,6,0
355,158,7,1155,131,3,40,2001,93,6,0
656,323,10,1283,491,8,41,2013,68,1,1
2098,427,5,900,691,6,41,2005,117,5,2
1740,322,9,51,180,5,48,2006,106,4,1
1032,242,10,1255,444,3,17,2006,41,5,0
151,245,10,57,509,7,25,2010,97,4,2
451,305,2,2785,92,3,16,2018,40,6,1
220,246,7,164,502,7,10,2020,177,2,0
651,361,9,2162,368,4,7,2015,107,7,1
85,187,6,1711,557,1,16,2005,76,1,0
426,343,6,1802,676,10,42,2011,36,4,1
697,115,10,2217,498,9,4,2001,75,4,0
2448,447,7,562,526,8,1,2001,17,1,1
2916,358,2,496,198,5,2,2019,111,4,2
1780,281,6,2430,622,6,1,2006,68,2,2
1214,110,5,985,450,6,14,2018,164,1,2
820,14,9,597,586,3,11,2018,180,7,1
2170,66,1,985,336,2,39,2004,16,7,0
2221,37,9,1324,395,2,25,2021,154,3,2
1443,349,4,1372,161,10,14,2003,39,4,1
2167,380,9,2623,420,4,16,2003,25,7,2
2793,328,1,263,508,2,48,2014,99,6,1
1347,398,1,2864,138,4,23,2002,168,6,0
1136,446,6,448,415,10,25,2009,60,5,0
474,6,6,1654,423,4,22,2010,188,6,0
2489,375,3,2000,450,9,37,2009,141,3,1
176,423,4,182,290,8,39,2018,9,5,0
2011,350,4,173,461,1,33,2020,2,4,1
1905,440,7,1302,418,9,15,2015,112,6,1
2427,12,4,2057,172,4,13,2009,139,7,2
2446,237,2,624,558,4,33,2017,8,5,2
1641,340,2,2929,375,1,7,2004,170,3,1
120,376,5,1445,358,7,7,2019,98,1,0
2945,234,7,2567,403,4,26,2004,24,2,1
619,40,5,1315,85,7,20,2017,177,6,1
1141,170,5,398,177,6,33,2011,195,1,1
2943,396,4,558,619,1,27,2011,117,5,2
1895,211,4,809,83,6,16,2011,48,4,2
2525,396,5,1109,509,2,44,2010,189,7,2
1124,370,1,331,659,7,43,2019,150,3,0
275,407,5,845,174,5,47,2012,120,5,1
712,15,5,300,431,3,43,2007,170,6,1
33,294,1,1829,640,4,8,2004,143,6,2
2060,443,8,1096,431,4,41,2003,89,6,0
934,45,5,1098,148,6,34,2017,59,2,2
1615,309,7,1110,420,7,38,2021,130,4,1
311,147,7,679,411,3,3,2016,139,2,2
872,448,8,2436,511,8,31,2006,114,7,0
616,371,6,550,507,3,32,2017,71,7,0
1517,446,4,1237,425,4,45,2008,161,1,0
2757,231,1,1496,450,10,43,2001,119,2,2
2395,298,5,782,637,4,31,2020,151,7,0
2348,292,9,314,199,6,50,2000,191,6,0
291,297,4,2854,79,7,42,2016,73,4,2
828,189,7,2723,104,7,43,2013,30,2,2
2066,98,4,2840,441,2,45,2015,152,4,0
1386,3,7,1711,200,7,32,2001,2,3,1
2449,237,1,467,135,1,18,2009,26,2,0
1830,2,1,1482,224,7,19,2015,125,5,1
2179,222,3,1866,409,10,35,2010,182,2,1
2284,141,8,2308,350,9,8,2003,199,2,2
1192,250,4,1673,438,3,11,2004,62,5,2
350,220,7,1485,697,9,29,2021,166,7,0
2079,175,4,1006,634,6,50,2008,66,4,1
927,339,3,1403,193,10,27,2015,62,2,0
239,337,5,485,222,4,7,2009,182,4,0
1280,253,8,1620,641,9,48,2000,181,5,1
1667,36,10,1374,654,2,3,2020,158,6,0
417,324,9,458,93,3,3,2003,91,5,0
697,328,7,149,280,9,31,2002,135,5,0
2040,187,2,1109,691,2,17,2008,142,1,0
414,380,10,1442,212,7,23,2000,96,5,2
1009,23,1,178,645,9,49,2001,38,1,0
2956,403,3,394,618,9,42,2019,22,5,0
642,356,9,217,80,7,44,2018,127,1,1
368,95,5,2213,637,4,34,2016,162,7,0
44,189,1,569,551,7,45,2015,144,7,0
2308,94,9,269,80,8,2,2019,97,1,1
658,188,1,1587,597,10,45,2008,92,3,1
2401,339,2,82,487,10,6,2017,99,2,1
2736,338,5,2165,565,1,24,2005,198,5,0
2333,321,4,1032,291,8,37,2017,154,5,2
933,40,10,2951,185,8,35,2011,10,7,0
1920,240,10,2953,599,1,49,2021,93,4,1
232,148,1,1616,635,7,46,2016,100,3,1
2573,343,8,791,241,8,14,2017,114,2,0
2602,72,10,2312,627,4,49,2016,125,4,0
1867,109,1,1368,372,8,12,2021,9,6,1
1392,165,8,2999,450,4,2,2011,84,5,0
2630,415,6,1065,98,3,38,2004,38,3,1
476,210,9,1758,408,8,42,2021,140,6,0
423,217,1,2809,452,9,31,2007,115,5,2
349,427,3,281,320,5,2,2004,63,6,1
2818,90,2,1189,302,10,7,2016,101,7,2
2495,249,4,1276,468,3,23,2014,75,1,2
2282,152,7,849,406,4,2,2020,112,3,2
1932,352,6,1199,341,8,28,2006,38,1,1
132,215,2,153,456,5,21,2005,22,6,0
2953,344,5,207,495,9,28,2013,36,5,1
878,253,9,924,632,9,5,2016,157,5,2
68,354,7,714,490,10,7,2015,120,2,1
1473,112,4,2365,318,8,50,2016,45,7,1
2323,196,1,1805,355,5,50,2018,67,4,2
933,6,6,1768,567,6,48,2003,100,2,0
1127,112,2,1319,148,5,19,2001,91,6,2
2391,381,7,2360,243,4,8,2017,172,1,0
2392,385,3,2934,519,5,41,2005,49,4,2
206,86,1,928,518,3,15,2020,17,6,1
2797,289,4,56,90,5,48,2013,69,6,2
1455,62,3,1906,292,10,44,2021,129,2,2
2454,238,5,2583,225,1,13,2002,189,7,2
1833,377,7,1400,386,6,49,2017,131,6,2
2599,408,5,958,210,3,8,2010,74,3,1
103,5,2,929,287,2,1,2008,99,2,0
708,320,8,1755,421,7,32,2000,165,4,1
788,177,7,90,575,10,31,2004,95,4,1
601,206,3,939,575,4,28,2014,173,1,1
1125,359,4,1872,374,3,42,2019,112,4,2
2292,75,8,1454,291,1,49,2020,52,5,0
25,58,9,1414,178,4,16,2016,68,5,2
722,204,3,2916,612,10,21,2009,58,3,0
1895,349,4,2195,446,8,37,2011,197,7,2
426,86,10,1726,125,6,10,2017,101,1,1
2143,438,3,2880,258,6,2,2011,4,2,2
676,325,1,650,579,2,11,2001,43,4,1
828,153,5,2450,641,4,19,2013,59,1,0
602,272,10,2375,325,1,35,2009,192,4,2
2351,54,1,479,115,2,21,2005,150,5,0
52,85,3,2957,123,3,22,2010,130,7,0
2442,92,6,1977,443,9,46,2003,16,7,1
49,197,6,773,373,6,45,2007,102,7,2
1833,433,6,280,427,1,3,2010,193,7,1
1356,109,7,44,99,4,49,2011,131,2,1
750,41,5,1016,693,4,48,2018,108,5,2
965,5,7,991,522,7,7,2009,130,5,1
508,60,7,1919,583,2,7,2021,82,1,1
419,101,8,2373,393,5,35,2016,116,1,2
562,175,6,798,386,9,47,2015,88,4,0
1772,146,9,2809,450,8,21,2011,48,3,0
1037,193,4,1329,465,9,44,2014,200,5,2
2950,314,3,2546,217,1,19,2016,30,4,0
2382,353,4,2521,663,7,14,2006,190,2,0
1592,189,3,2547,264,2,17,2012,14,4,1
2117,245,3,1549,134,1,1,2020,48,2,0
1205,277,3,2144,230,1,32,2018,127,6,2
2832,126,7,1299,698,2,36,2012,132,2,0
647,210,10,895,436,5,3,2021,197,5,1
1264,12,9,1295,580,2,40,2020,145,4,1
2554,118,7,2922,537,3,49,2009,155,1,0
2501,385,7,1216,446,9,20,2018,158,1,2
231,43,2,1805,645,2,45,2017,113,4,1
2741,195,2,1887,394,10,25,2003,134,3,2
2459,318,7,5,392,2,35,2005,195,4,0
2894,341,3,2491,319,6,7,2016,105,5,2
2115,48,5,2132,238,8,8,2005,55,5,1
558,208,10,2030,270,4,29,2006,58,6,1
2770,163,7,709,484,2,2,2011,134,5,1
524,218,3,2924,229,10,2,2003,194,7,1
1416,277,3,2852,473,4,11,2008,132,2,2
564,86,2,2578,623,9,31,2019,144,5,1
1357,96,2,1411,492,2,5,2013,132,3,2
618,182,2,2044,663,7,48,2008,33,7,2
1457,155,9,2623,366,7,38,2001,83,7,1
2535,119,5,2802,126,6,26,2020,88,5,1
1138,149,7,2298,600,9,3,2010,41,3,2
70,202,5,1591,534,3,3,2018,58,4,2
791,121,3,111,663,9,28,2003,61,1,1
403,322,4,282,496,8,7,2020,38,2,2
1075,83,9,509,80,8,42,2006,124,7,0
758,274,1,674,388,10,20,2014,135,5,1
764,348,9,1622,232,7,32,2015,102,7,2
106,373,9,2576,487,7,6,2017,193,7,1
1374,366,5,2187,119,2,18,2007,146,3,0
2252,442,9,1144,428,1,3,2013,25,4,2
2344,78,1,452,438,10,4,2010,67,4,1
679,328,6,2266,112,7,17,2001,18,7,2
2829,76,8,1298,261,1,50,2006,49,6,1
1145,248,2,1051,219,1,27,2007,62,2,2
2919,310,1,2985,298,8,3,2000,86,7,2
2015,303,5,990,106,3,11,2000,116,2,0
2934,328,1,1706,399,6,18,2020,108,5,2
1067,218,1,1969,214,9,33,2001,183,7,0
327,99,3,1634,485,8,15,2002,103,1,1
37,338,8,6,181,4,47,2005,12,4,1
1934,134,3,2110,506,3,41,2014,183,5,1
319,377,6,1188,289,7,35,2013,178,5,1
2903,137,10,1564,639,8,41,2015,12,5,2
718,128,8,1409,535,2,20,2008,131,2,1
1570,278,10,740,477,2,6,2021,194,6,2
2160,340,9,680,349,8,41,2019,173,7,2
1986,142,4,920,590,2,39,2011,185,5,2
2862,353,3,2377,319,5,33,2007,12,2,0
1743,110,1,373,247,1,10,2013,115,1,1
2950,20,9,973,224,10,10,2013,8,5,2
623,161,1,2,466,8,35,2011,151,5,1
355,401,4,2426,495,3,29,2011,37,3,1
2603,146,1,1799,621,7,9,2021,82,5,2
209,48,6,1094,573,5,49,2010,91,4,1
863,346,2,1776,630,2,47,2016,46,3,0
762,72,9,1613,108,1,46,2000,130,3,1
1874,137,1,1920,340,9,22,2021,36,4,0
155,439,9,923,564,3,22,2016,26,4,0
1170,379,9,2557,231,9,26,2013,32,4,1
1147,349,2,249,291,2,33,2020,113,6,0
1908,202,7,451,570,4,9,2016,101,1,1
2915,428,5,1380,283,10,42,2018,48,7,2
2306,16,7,2553,422,9,3,2017,171,4,2
2295,263,2,2406,556,1,26,2005,165,3,1
2377,146,10,2232,151,5,38,2003,118,7,2
2787,125,2,2418,226,8,12,2017,84,2,0
668,133,3,116,176,7,30,2006,56,7,2
1659,41,6,1226,402,1,43,2011,20,5,0
2998,405,9,2334,695,4,7,2013,187,6,1
31,177,9,2744,460,5,24,2008,74,7,0
1273,156,7,2894,685,3,43,2013,105,4,0
1474,239,3,526,652,2,17,2006,185,5,0
1082,170,5,1985,135,3,11,2000,192,4,0
1421,438,6,1355,578,3,39,2001,182,3,0
137,304,3,2132,84,6,22,2014,89,7,1
2438,421,10,1384,676,1,28,2012,72,4,2
2082,326,1,2447,598,3,22,2020,159,2,1
462,16,10,2162,109,5,12,2011,126,6,1
2493,273,2,2006,547,5,32,2000,49,1,2
528,325,8,1080,654,2,18,2000,26,3,1
1385,241,9,509,98,8,30,2000,7,2,0
1,85,9,505,263,10,34,2003,45,6,0
1975,381,4,2923,555,1,1,2015,188,4,2
2890,102,10,1454,612,5,6,2011,89,7,0
1775,401,5,417,431,10,44,2018,110,6,2
805,203,10,2473,482,5,39,2021,40,6,2
932,332,10,512,493,2,2,2007,28,5,1
1194,48,5,826,493,9,41,2021,94,4,1
2006,337,10,874,186,4,47,2009,140,2,1
2874,425,10,1315,596,8,22,2013,30,7,0
1210,104,10,1598,638,3,29,2010,30,1,0
2499,44,6,647,386,8,27,2020,153,4,1
1776,187,8,651,691,4,36,2008,113,2,2
233,241,3,1018,395,3,43,2015,16,7,1
283,384,5,1305,126,2,41,2009,98,5,0
2472,114,4,2892,436,5,45,2013,20,4,0
2046,172,7,2434,286,4,29,2006,16,7,0
1368,184,10,2040,330,6,13,2011,25,5,0
2876,127,3,741,372,3,49,2015,165,7,2
1806,348,4,13,397,1,1,2000,199,7,1
807,377,2,2461,517,5,21,2011,194,7,2
2091,204,5,403,133,6,31,2021,25,2,1
2025,209,2,2154,381,5,7,2006,16,6,1
2033,346,6,2592,686,4,9,2012,73,5,0
2244,71,4,1170,169,10,21,2004,171,2,0
1529,393,9,2751,417,10,22,2012,189,7,0
1317,39,8,1468,152,7,4,2012,97,4,2
2883,388,4,712,684,8,47,2021,41,4,1
2391,443,3,2454,231,5,25,2009,63,1,0
1536,198,4,2307,431,10,48,2007,182,1,1
1256,257,4,860,429,3,9,2018,96,3,1
2200,296,3,28,226,4,34,2003,164,1,0
2680,295,7,1637,564,8,16,2010,182,5,1
1783,177,5,2014,604,9,6,2003,185,4,0
2055,435,6,818,162,6,43,2021,136,5,2
1,86,10,642,465,3,25,2019,108,2,0
21,73,9,2810,444,2,50,2014,73,4,0
2352,227,3,986,171,9,34,2019,35,4,2
1773,152,3,561,576,8,15,2013,174,7,0
2805,429,3,1887,271,10,48,2021,93,1,0
2447,133,2,701,114,4,3,2001,100,5,1
2782,91,5,2690,441,1,33,2008,49,5,0
686,441,1,945,272,10,9,2018,131,2,1
835,87,6,2975,420,8,26,2017,57,4,2
1805,110,9,1627,273,10,22,2017,155,2,2
1943,245,1,2192,572,8,46,2016,85,5,1
747,178,3,1721,405,4,18,2008,104,5,2
580,380,9,1068,289,4,16,2006,27,2,0
2021,257,6,1435,246,9,33,2010,126,1,0
271,157,5,689,248,6,15,2017,95,7,0
719,162,6,2239,546,6,2,2017,4,7,0
1677,197,2,2522,637,8,1,2012,39,7,2
770,343,8,1828,282,1,14,2012,22,4,2
511,432,4,193,82,9,48,2005,14,1,2
786,242,6,485,652,7,9,2004,57,2,0
2474,320,1,1157,333,9,13,2005,198,3,1
572,449,4,691,369,7,35,2013,76,3,0
1217,384,1,817,634,5,12,2010,85,7,2
403,230,8,693,248,1,35,2001,68,3,0
1104,445,2,2741,154,5,30,2021,68,6,2
1913,385,7,2382,475,9,49,2012,116,7,1
2720,277,5,875,192,9,7,2013,66,2,0
646,18,10,2166,147,6,34,2016,103,4,2
1569,85,3,1739,518,2,44,2007,59,7,0
1257,307,2,1265,334,7,2,2017,89,2,0
1268,28,9,1302,330,9,7,2003,45,3,2
2056,265,10,1111,451,2,28,2019,158,6,2
1562,74,1,941,82,10,35,2003,149,3,2
2450,374,6,735,112,9,47,2018,57,5,0
932,172,4,799,458,2,37,2019,120,3,2
1797,9,2,123,696,8,47,2020,71,7,2
2379,280,7,1157,494,2,14,2002,122,3,0
2888,127,4,2817,287,4,1,2000,31,7,1
2832,86,3,224,173,5,28,2020,11,1,0
696,218,8,375,563,10,23,2015,57,7,1
405,174,4,1718,204,3,39,2019,53,2,1
1263,336,1,1439,298,4,17,2021,74,5,2
293,179,8,1968,233,1,18,2002,77,2,0
2284,201,3,1379,679,6,27,2011,73,1,0
2118,269,2,2294,638,1,18,2000,39,6,0
1082,435,3,2096,395,3,14,2001,70,1,2
2803,134,2,505,156,6,9,2008,133,2,2
2278,391,6,2286,237,6,12,2011,118,6,2
72,202,6,1056,683,4,15,2017,181,7,1
404,41,6,735,133,3,15,2020,131,3,1
90,229,1,780,658,1,5,2016,15,3,2
782,52,1,2750,675,3,36,2000,124,5,2
1653,6,2,188,260,2,47,2010,33,3,1
51,58,2,104,395,3,36,2020,32,5,2
1434,303,2,725,331,4,4,2012,148,5,2
1119,265,4,2853,268,8,23,2019,2,4,0
114,395,2,1537,369,3,26,2007,57,4,2
1171,424,2,513,248,8,36,2003,79,6,1
941,225,5,2047,459,2,44,2018,21,4,0
577,200,5,785,426,5,26,2000,39,1,2
2947,224,6,921,220,6,45,2010,110,7,1
1528,30,2,902,84,10,49,2018,162,5,1
1713,14,1,1201,595,3,13,2011,64,7,1
2753,211,10,2311,293,6,3,2014,157,7,0
2271,350,9,193,220,9,46,2012,198,7,1
162,181,7,2804,370,7,35,2003,18,1,0
1161,192,2,149,192,4,20,2014,102,5,1
2882,295,5,2544,145,9,17,2000,7,4,2
840,64,6,663,654,2,2,2017,33,3,1
1888,91,4,2362,189,1,45,2006,186,3,0
